data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
4572257,120,CAO1945,1945,2019-01-13,2019,1,Violence against civilians,Attack,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Extreme-Nord,Mayo-Tsanaga,Mokolo,Mokolo,10.7424,13.8023,2,UN (unspecified),Other,"13 January. Boko Haram attacks Guitsnad area of Mokolo, burning homes and killing one civilian.",1,1552576411,CMR
5248236,120,CAO1943,1943,2019-01-12,2019,1,Battles,Armed clash,Military Forces of Cameroon (1982-),,1,Ambazonian Separatists (Cameroon),,2,12,Middle Africa,Cameroon,Nord-Ouest,Mezam,Bamenda 2,Mankon,5.9615,10.1127,1,AFP; Journal du Cameroun,National-International,"12 January. Cameroon forces kill 7 separatists during a clearing operation in Alabukam and Mankon, near Bamenda. They also destroy the camp and seize weapons, uniforms and motorcycles. Fatalites spread over two locations.",4,1561469020,CMR
5248237,120,CAO1944,1944,2019-01-12,2019,1,Battles,Armed clash,Military Forces of Cameroon (1982-),,1,Ambazonian Separatists (Cameroon),,2,12,Middle Africa,Cameroon,Nord-Ouest,Mezam,Bamenda 2,Nlabakam,5.9633,10.0953,1,AFP; Journal du Cameroun,National-International,"12 January. Cameroon forces kill 7 separatists during a clearing operation in Alabukam and Mankon, near Bamenda. They also destroy the camp and seize weapons, uniforms and motorcycles. Fatalites spread over two locations.",3,1561469020,CMR
6119684,120,CAO1939,1939,2019-01-12,2019,1,Protests,Peaceful protest,Protesters (Cameroon),,6,,,0,60,Middle Africa,Cameroon,Ouest,Haut-Nkam,Bafang,Bafang,5.1500,10.1833,1,Mimi Mefo,New media,"12 January. Residents of Bafang protest to demand the release of the mayor, Pierre Nkwemo, who has been arrested and detained.",0,1571164633,CMR
4572965,120,CAO1940,1940,2019-01-11,2019,1,Battles,Armed clash,Military Forces of Cameroon (1982-),,1,Ambazonian Separatists (Cameroon),,2,12,Middle Africa,Cameroon,Sud-Ouest,Kupe-Manenguba,Muyuka,Ekona,5.0288,9.4924,1,Journal du Cameroun,National,11 January. 2 separatists are killed in clashes between an Ambazonian armed group and military forces of Cameroon in Ekona of the South West region.,2,1552576412,CMR
6074473,120,CAO1938,1938,2019-01-11,2019,1,Violence against civilians,Attack,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Extreme-Nord,Mayo-Tsanaga,Mokolo,Mokolo,10.7424,13.8023,2,L'Oeil,New media,"11 January. Boko Haram kill one civilian and burn homes in Guitsnad of Mokolo arrondissement. Guitsnad not found, coded as Mokolo city.",1,1571164567,CMR
4572767,120,CAO1942,1942,2019-01-11,2019,1,Strategic developments,Looting/property destruction,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Amchide,11.2426,14.1372,1,UN (unspecified),Other,11 January. 8 armed combatants of Boko Haram loot bicycles and food items from the village of Amchide of Mayo Sava.,0,1552576412,CMR
4573036,120,CAO1941,1941,2019-01-11,2019,1,Battles,Armed clash,Military Forces of Cameroon (1982-),,1,Ambazonian Separatists (Cameroon),,2,12,Middle Africa,Cameroon,Nord-Ouest,Donga-Mantung,Misaje,Nkambe,6.6333,10.6667,2,Journal du Cameroun,National,11 January. 21 separatists are killed in clashes between an Ambazonian armed group and military forces of Cameroon while soldiers were returning from Nkambe to Sabongari of Donga-Mantung in the Northwest.,21,1552576412,CMR
6317583,120,CAO1937,1937,2019-01-10,2019,1,Battles,Armed clash,Military Forces of Cameroon (1982-),,1,Ambazonian Separatists (Cameroon),,2,12,Middle Africa,Cameroon,Sud-Ouest,Ndian,Ekondo Titi,Kumba,4.6921,9.2097,1,Xinhua,International,"10 January. Armed Ambazonian separatists and military forces clash in Kumba of the South West region near a local school, wounding three soldiers and killing and wounding ""several"" seperatists. ""Several"" killed and wounded coded as 10.",10,1572403789,CMR
6074481,120,CAO1936,1936,2019-01-09,2019,1,Strategic developments,Looting/property destruction,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Ganse,11.1543,14.0715,1,L'Oeil,New media,"09 January. Boko Haram loots a bicycle, motorcycle and food. in Zize of Ganse.",0,1571164567,CMR
6315590,120,CAO1935,1935,2019-01-06,2019,1,Battles,Armed clash,Military Forces of Cameroon (1982-) Rapid Intervention Battalion,,1,Ambazonian Separatists (Cameroon),,2,12,Middle Africa,Cameroon,Sud-Ouest,Manyu,Mamfe,Mamfe,5.7540,9.3123,3,Xinhua,International,"06 January. Cameroon military forces kill 2 Ambazonian commanders, General Obi and General Eyong in the Southwest region. ""Several"" other separatists and government forces died inthe clashes (several coded as 10). Exact location of raid unknown.",12,1572403787,CMR
6027018,120,CAO1934,1934,2019-01-05,2019,1,Battles,Armed clash,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Military Forces of Cameroon (1982-) Rapid Intervention Battalion,,1,12,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Amchide,11.2426,14.1372,1,UN (unspecified); L'Oeil,Other-New media,"05 January. Boko Haram steal livestock in Amchide, but leave the animals after an intervention of the BIR of Amchide. Two injured.",0,1571164374,CMR
6119736,120,CAO2228,2228,2019-01-05,2019,1,Violence against civilians,Attack,Military Forces of Cameroon (1982-),,1,Civilians (Cameroon),,7,17,Middle Africa,Cameroon,Nord-Ouest,Mezam,Bamenda 2,Mankon,5.9615,10.1127,1,Mimi Mefo,New media,"01 May. Military soldiers fire weapons indiscriminately at civilians following Labour Day activities around Alahchu area of Mankon in Bamenda 2, killing one civilian.",1,1571164633,CMR
6027017,120,CAO1933,1933,2019-01-03,2019,2,Violence against civilians,Attack,Ambazonian Separatists (Cameroon),,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Sud-Ouest,Fako,Tiko,Tiko,4.0750,9.3600,1,Journal du Cameroun; Mimi Mefo,New media-National,03 January. Dozens of armed Ambazonian separatists attack the SOMECAM Tiko Rubber estate and cut the fingers from around six workers.,0,1571164374,CMR
6027016,120,CAO1931,1931,2019-01-03,2019,1,Strategic developments,Looting/property destruction,Unidentified Armed Group (Cameroon),,3,Civilians (Cameroon),,7,37,Middle Africa,Cameroon,Sud-Ouest,Ndian,Ekondo Titi,Ekondo Titi,4.6030,9.0404,1,Journal du Cameroun; Mimi Mefo,New media-National,03 January. Unknown assailants burned down the house of Chief Dion Ngute in Bongongo of Ekondo Titi.,0,1571164374,CMR
5248231,120,CAO1932,1932,2019-01-03,2019,1,Battles,Armed clash,Ambazonian Separatists (Cameroon),,2,Military Forces of Cameroon (1982-) Gendarmerie,,1,12,Middle Africa,Cameroon,Sud-Ouest,Lebialem,Fontem,Fontem,5.4685,9.8818,2,Camer.be,National,03 January. Ambazonian seperatists and Cameroon military forces clash at the Brakah gendarmerie brigade in Lebialem. Three injuries to gendarmerie were reported.,0,1561469020,CMR
5248283,120,CAO2035,2035,2019-01-02,2019,2,Violence against civilians,Abduction/forced disappearance,Ambazonian Separatists (Cameroon),,2,Civilians (Cameroon),Teachers (Cameroon),7,27,Middle Africa,Cameroon,Ouest,Menoua,Dschang,Bamenyam,5.4521,10.1932,1,Camer.be,National,Week of 02 January. A school principal in Bamenyam of Galim district is kidnapped by Ambazonian separatists. He was released hours later.,0,1561469020,CMR
4575902,120,CAO1930,1930,2019-01-01,2019,2,Battles,Armed clash,Ambazonian Separatists (Cameroon),,2,Military Forces of Cameroon (1982-),,1,12,Middle Africa,Cameroon,Nord-Ouest,Bui,Jakiri,Kumbo,6.2000,10.6667,1,VOA,International,"Between 1 and 4 January (ate unclear). Report of intensification of fighting between Ambazonian seperatists and Cameroon military forces in Kumbo of Jakiri after the President's New Years address to eliminate seperatists. ""Many"" casualties reported as 10.",10,1552576416,CMR
5248228,120,CAO1927,1927,2018-12-31,2018,1,Battles,Armed clash,Ambazonian Separatists (Cameroon),,2,Police Forces of Cameroon (1982-),,1,12,Middle Africa,Cameroon,Nord-Ouest,Mezam,Bamenda 2,Bamenda,5.9333,10.1667,1,Camer.be; Journal du Cameroun,National,"31 December. Governor of the North West region, Adolphe Lele Lafrique Tchoffo, and his vehicle are attacked by Ambazonian seperatists in Bamenda near ""Below Foncha junction"", injuring a police inspector guarding the convoy.",0,1561469020,CMR
6074348,120,CAO1928,1928,2018-12-31,2018,1,Battles,Armed clash,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Gakara Communal Militia (Cameroon),,4,24,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Gakara,11.1468,13.8930,1,L'Oeil,New media,"31 December. Boko Haram clash with a local vigilante group in Gakara, killing 1 vigilante member.",1,1571164567,CMR
5248230,120,CAO1929,1929,2018-12-31,2018,1,Violence against civilians,Attack,Police Forces of Cameroon (1982-),,1,Civilians (Cameroon),,7,17,Middle Africa,Cameroon,Centre,Mfoundi,Yaounde 6,Yaounde,3.8667,11.5167,1,Camer.be,National,31 December. Police hit two young men suspected of illegal market trading with a machete while held in custody in Yaounde police station.,0,1561469020,CMR
6074416,120,CAO1924,1924,2018-12-28,2018,1,Strategic developments,Disrupted weapons use,Military Forces of Cameroon (1982-),,1,Unidentified Armed Group (Cameroon),,3,13,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Maroua 2,Dogba,10.7923,14.2969,1,L'Oeil,New media,December 27. Cameroon military find a store of weapons in Dogba outside Maroua in the Extreme North.,0,1571164567,CMR
6119660,120,CAO1926,1926,2018-12-28,2018,1,Riots,Violent demonstration,Rioters (Cameroon),Taxi Drivers (Cameroon),5,,,0,50,Middle Africa,Cameroon,Ouest,Noun,Foumbot,Foumbot,5.5054,10.6361,1,Mimi Mefo,New media,December 28. Moto taxi drivers go on rampage in Foumbot after one of their is assaulted by a gendarme over theft (coded as two separate events).,0,1571164633,CMR
6119738,120,CAO1923,1923,2018-12-28,2018,1,Battles,Armed clash,Unidentified Armed Group (Cameroon),,3,Military Forces of Cameroon (1982-),,1,13,Middle Africa,Cameroon,Nord-Ouest,Mezam,Bamenda 2,Bamenda,5.9333,10.1667,1,Mimi Mefo,New media,December 28. An unidentified armed group and military forces clash in Bamenda village after a soldier is beheaded.,1,1571164633,CMR
6119754,120,CAO1925,1925,2018-12-28,2018,1,Violence against civilians,Attack,Military Forces of Cameroon (1982-),,1,Civilians (Cameroon),,7,17,Middle Africa,Cameroon,Ouest,Noun,Foumbot,Foumbot,5.5054,10.6361,1,Mimi Mefo,New media,"December 28. A moto taxi driver is assaulted by a gendarme officer over theft, resulting in a ""rampage"" by other moto taxi drivers (coded as two separate events)",0,1571164633,CMR
4577478,120,CAO1920,1920,2018-12-27,2018,1,Violence against civilians,Attack,Ambazonian Separatists (Cameroon),,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Ouest,Noun,Bangourain,Bangourain,5.8636,10.6653,1,Cameroon Online,National,"December 27. Ambazonian seperatists attack Bangourain in Noun, killing one civilian and burning several homes in ongoing struggle.",1,1552576418,CMR
4577479,120,CAO1922,1922,2018-12-27,2018,1,Violence against civilians,Attack,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Mora,Tarmoua,11.0868,14.0290,1,UN (unspecified),Other,27 December. Boko Haram militants kill one villager and kidnap others in Tarmoua of the far north.,1,1552576418,CMR
5248226,120,CAO1921,1921,2018-12-27,2018,1,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Cameroon),,3,Civilians (Cameroon),,7,37,Middle Africa,Cameroon,Adamaoua,Vina,Belel,Belel,7.0736,13.7804,2,Camer.be,National,December 27. Three people are kidnapped by an unidentified armed group from a village near Belel.,0,1561469020,CMR
4577640,120,CAO2023,2023,2018-12-27,2018,1,Battles,Armed clash,Military Forces of Cameroon (1982-) Rapid Intervention Battalion,,1,Ambazonian Separatists (Cameroon),,2,12,Middle Africa,Cameroon,Sud-Ouest,Lebialem,Fontem,Fontem,5.4685,9.8818,3,Cameroon Online,National,"27 December. Cameroon military forces BIR and Ambazonian separatists clash in Liabelum, wounding the Ambazonian general called ""Field Marshall"" or Oliver Leke Fongunueh who died later in Taraba state of Nigeria.",1,1552576418,CMR
6027015,120,CAO1919,1919,2018-12-26,2018,1,Riots,Mob violence,Rioters (Cameroon),Vigilante Group (Cameroon),5,Ambazonian Separatists (Cameroon),,2,25,Middle Africa,Cameroon,Ouest,Noun,Bangourain,Bangourain,5.8636,10.6653,1,Mimi Mefo; Cameroon Online,New media-National,December 25. Locals in Bagourain of Noun district beat to death two suspected Ambazonian separatists attacking the town for the second time in three days.,2,1571164374,CMR
4578069,120,CAO1916,1916,2018-12-25,2018,1,Violence against civilians,Attack,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Kolofata,11.1621,14.0115,1,UN (unspecified),Other,December 25. Group of Boko Haram members kill a civilian from Amchide in Kolofata.,1,1552576419,CMR
4578070,120,CAO1917,1917,2018-12-25,2018,1,Riots,Violent demonstration,Military Forces of Cameroon (1982-),,1,Rioters (Cameroon),,5,15,Middle Africa,Cameroon,Sud,Ocean,Kribi 1,Kribi,2.9500,9.9167,1,Cameroon Tribune,National,"December 25. Moto taxi drivers barricade Kienke bridge and the road to the port in Kribi, then clash with police forces.",0,1552576419,CMR
4578233,120,CAO1918,1918,2018-12-25,2018,2,Battles,Armed clash,Military Forces of Cameroon (1982-),,1,Ambazonian Separatists (Cameroon),,2,12,Middle Africa,Cameroon,Nord-Ouest,Ngo-ketunjia,Ndop,Ndop,5.9884,10.4386,1,AFP,International,"Week of December 25. Ambazonian separatists and military forces clash in Bamali and Ndop in Ngo-Ketunjia, with 6 deaths including some civilians reported (fatalities spread over two events)",3,1552576419,CMR
6027014,120,CAO1915,1915,2018-12-25,2018,2,Battles,Armed clash,Military Forces of Cameroon (1982-),,1,Ambazonian Separatists (Cameroon),,2,12,Middle Africa,Cameroon,Nord-Ouest,Ngo-ketunjia,Balikumbat,Bamali,5.9455,10.4220,1,Mimi Mefo; AFP,New media-International,"Week of December 25. Ambazonian separatists and military forces clash in Bamali and Ndop in Ngo-Ketunjia, with 6 deaths including some civilians reported (fatalities spread over two events)",3,1571164374,CMR
6270474,120,CAO2436,2436,2018-12-24,2018,1,Violence against civilians,Attack,Military Forces of Cameroon (1982-) Gendarmerie,,1,Civilians (Cameroon),,7,17,Middle Africa,Cameroon,Nord-Ouest,Donga-Mantung,Ndu,Ndu,6.4263,10.7949,1,HRW,Other,"24 December. Gendarme forces shoot and kill a civilian with intellectual disabilities in Ndu, Donga-Mantung.",1,1572403722,CMR
6074335,120,CAO1914,1914,2018-12-24,2018,1,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Cameroon),,3,Civilians (Cameroon),,7,37,Middle Africa,Cameroon,Adamaoua,Vina,Belel,Belel,7.0736,13.7804,1,L'Oeil,New media,"December 24. The village chief of Youkkoutodou, Belel is kidnapped by unidentified armed group.",0,1571164567,CMR
5248223,120,CAO1913,1913,2018-12-23,2018,1,Violence against civilians,Attack,Ambazonian Separatists (Cameroon),,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Ouest,Noun,Bangourain,Bangourain,5.8636,10.6653,1,AP; Camer.be,National-International,"December 23. English speaking separatists attack the town of Bangourain in Noun killing one night guard (assumed unarmed), kidnapping 15 others and burning down 86 homes.",1,1561469020,CMR
5248222,120,CAO1912,1912,2018-12-23,2018,1,Violence against civilians,Attack,Ambazonian Separatists (Cameroon),,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Ouest,Noun,Bangourain,Bangourain,5.8636,10.6653,1,Camer.be,National,December 23. One person was killed and several wounded in an attack in Bangourain by Ambazonian separatists.,1,1561469020,CMR
6074442,120,CAO1911,1911,2018-12-22,2018,1,Violence against civilians,Attack,Unidentified Armed Group (Cameroon),,3,Civilians (Cameroon),,7,37,Middle Africa,Cameroon,Adamaoua,Djerem,Tibati,Tibati,6.4649,12.6254,2,L'Oeil,New media,December 22. Three people kidnapped and then killed by unidentified armed group in Maber district of Djerem.,3,1571164567,CMR
6226587,120,CAO1910,1910,2018-12-21,2018,1,Battles,Armed clash,Military Forces of Cameroon (1982-),,1,ADF: The Ambazonia Defense Forces,,2,12,Middle Africa,Cameroon,Sud-Ouest,Ndian,Ekondo Titi,Kumba,4.6921,9.2097,1,Xinhua; Camer.be,National-International,"December 21. ADF commander, General Ivo, and three other separatists were killed by Cameroon military forces in Teke, a rural area in the Southwest outside Kumba.",4,1572403604,CMR
6119596,120,CAO1909,1909,2018-12-18,2018,1,Protests,Peaceful protest,Protesters (Cameroon),Labour Group (Cameroon),6,,,0,60,Middle Africa,Cameroon,Sud-Ouest,Fako,Tiko,Mutengene,4.0913,9.3144,2,Mimi Mefo,New media,December 18. Cameroon Development Cooperation workers protest at the Likomba office over six months of unpaid salaries.,0,1571164633,CMR
4580322,120,CAO1907,1907,2018-12-18,2018,1,Violence against civilians,Attack,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Extreme-Nord,Logone-Et-Chari,Hile Alifa,Bodo,12.3666,14.4555,1,UN (unspecified),Other,December 18. Two Boko Haram members aboard a motorcycle kill a civilian in Bodo of Hile Alifa district.,1,1552576421,CMR
6027013,120,CAO1908,1908,2018-12-18,2018,1,Riots,Violent demonstration,Rioters (Cameroon),,5,Police Forces of Cameroon (1982-),,1,15,Middle Africa,Cameroon,Littoral,Wouri,Douala 1,Douala,4.0469,9.7084,1,Journal du Cameroun; Mimi Mefo,New media-National,"December 18. Rioters, many of them traders, set fire to a police vehicle and truck in Douala at Camp Yabassi over land disputes and destruction of property. The traders also clashed with the police officers, who cleared the protest with tear gas.",0,1571164374,CMR
4580491,120,CAO1905,1905,2018-12-17,2018,1,Violence against civilians,Attack,Unidentified Armed Group (Cameroon),,3,Civilians (Cameroon),,7,37,Middle Africa,Cameroon,Centre,Mfoundi,Yaounde 6,Yaounde,3.8667,11.5167,1,Journal du Cameroun,National,"December 17. Former general of the genarmerie, Jean Baptiste Bokam, beaten and robbed in his home in Yaounde by 6 people of an unidentified armed group.",0,1552576422,CMR
6119688,120,CAO1906,1906,2018-12-17,2018,2,Protests,Protest with intervention,Protesters (Cameroon),,6,Police Forces of Cameroon (1982-),,1,16,Middle Africa,Cameroon,Centre,Mfoundi,Yaounde 6,Yaounde,3.8667,11.5167,1,Mimi Mefo,New media,"December 17-20. Dozens of striking former employees of Chantier Naval demonstrate in Yaounde with police arresting many of the protesters due to the ""unauthorised protest"".",0,1571164633,CMR
4580652,120,CAO1904,1904,2018-12-17,2018,2,Battles,Armed clash,Military Forces of Cameroon (1982-),,1,Ambazonian Separatists (Cameroon),,2,12,Middle Africa,Cameroon,Nord-Ouest,Mezam,Bamenda 2,Bamenda,5.9333,10.1667,1,Cameroon Online,National,"December 17-18. Seven Ambazonian seperatists are killed in an armed clash with the military in Bamenda, wounding 4 soldiers and one civilian.",7,1552576422,CMR
5248217,120,CAO1902,1902,2018-12-15,2018,1,Battles,Armed clash,Ambazonian Separatists (Cameroon),,2,Police Forces of Cameroon (1982-),,1,12,Middle Africa,Cameroon,Nord-Ouest,Ngo-ketunjia,Ndop,Ndop,5.9884,10.4386,1,Camer.be,National,"December 15. Kanwing Andre, a senior police officer, beaten and killed by a group of Ambazonian seperatists in Ndop of the North West region.",1,1561469020,CMR
5248218,120,CAO1903,1903,2018-12-15,2018,1,Violence against civilians,Attack,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Mora,Tarmoua,11.0868,14.0290,1,Camer.be,National,"December 15. Boko Haram kill two people, set fire to the village and kidnap six others in Tarmoua, Far North region.",2,1561469020,CMR
6271175,120,CAO2127,2127,2018-12-15,2018,3,Violence against civilians,Attack,Military Forces of Cameroon (1982-),,1,Civilians (Cameroon),Health Workers (Cameroon),7,17,Middle Africa,Cameroon,Nord-Ouest,Bui,Jakiri,Kumbo,6.2000,10.6667,1,HRW,Other,Month of December. Military forces kill a civilian nurse in Kumbo of Jakiri.,1,1572403723,CMR
6119816,120,CAO1850,1850,2018-12-14,2018,1,Violence against civilians,Attack,Unidentified Armed Group (Cameroon),,3,Civilians (Cameroon),,7,37,Middle Africa,Cameroon,Sud-Ouest,Fako,Buea,Buea,4.1527,9.2410,1,Mimi Mefo,New media,15 December. Shots were fired into retired judge Paul Ayah's family home in Buea by unidentified perpetrators.,0,1571164633,CMR
6119675,120,CAO1901,1901,2018-12-14,2018,1,Violence against civilians,Attack,Military Forces of Cameroon (1982-),,1,Civilians (Cameroon),,7,17,Middle Africa,Cameroon,Nord-Ouest,Mezam,Bamenda 2,Bamenda,5.9333,10.1667,1,Mimi Mefo,New media,December 14. Fusi Naamukong and other drivers assaulted by military forces in their vehicles in Nchoubuh locality of Bamenda. Reports described their vehicles being shot several times and tires punctured.,0,1571164633,CMR
6270843,120,CAO2126,2126,2018-12-14,2018,1,Violence against civilians,Abduction/forced disappearance,Ambazonian Separatists (Cameroon),,2,Civilians (Cameroon),Teachers (Cameroon); Students (Cameroon),7,27,Middle Africa,Cameroon,Nord-Ouest,Mezam,Bamenda 2,Nkwen,5.9951,10.1937,1,HRW,Other,December 14. Six children and a teacher are abducted by Ambazonian separatists in Nkwen of Bamenda 2. They were all later released.,0,1572403723,CMR
6074325,120,CAO1849,1849,2018-12-13,2018,1,Explosions/Remote violence,Suicide bomb,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Kolofata,11.1621,14.0115,1,L'Oeil,New media,"13 December. Two suicide bombers detonated themselves in Kolofata, killing themselves and injuring others.",2,1571164567,CMR
6119631,120,CAO1848,1848,2018-12-13,2018,2,Strategic developments,Looting/property destruction,Ambazonian Separatists (Cameroon),,2,Civilians (Cameroon),Government of Cameroon (1982-),7,27,Middle Africa,Cameroon,Nord-Ouest,Ngo-ketunjia,Balikumbat,Balikumbat,5.9000,10.3833,1,Mimi Mefo,New media,13 December (on or before). The home of the DDR Coordinator for the North West region was burned down by suspected Separatists.,0,1571164633,CMR
6119731,120,CAO1846,1846,2018-12-12,2018,2,Violence against civilians,Attack,Unidentified Armed Group (Cameroon),,3,Civilians (Cameroon),Lawyers (Cameroon),7,37,Middle Africa,Cameroon,Sud-Ouest,Fako,Buea,Buea,4.1527,9.2410,1,Mimi Mefo,New media,"12 December (on or before). An armed group opened fire on lawyer, Ayah Paul's home in Buea.",0,1571164633,CMR
6135189,120,CAO1845,1845,2018-12-12,2018,1,Battles,Armed clash,Unidentified Armed Group (Cameroon),,3,Military Forces of Cameroon (1982-),,1,13,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Mora,Wambatche,11.2742,14.2496,1,Undisclosed Source,Local partner-Other,12 December. An armed group attacked a military base in Wambashe. The attackers were repelled by military forces.,0,1571260126,CMR
6135190,120,CAO1847,1847,2018-12-12,2018,1,Strategic developments,Change to group/activity,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Igawa Communal Militia (Cameroon),,4,24,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Mora,Igawa,11.1343,14.1417,1,Undisclosed Source,Local partner-Other,12 December. Two suicide bombers attempted to break into the mosque in Igawa but fled after being spotted by a local vigilante group.,0,1571260126,CMR
6119670,120,CAO1844,1844,2018-12-10,2018,1,Violence against civilians,Attack,Unidentified Armed Group (Cameroon),,3,Civilians (Cameroon),,7,37,Middle Africa,Cameroon,Sud-Ouest,Fako,Buea,Buea,4.1527,9.2410,1,Mimi Mefo,New media,"10 December. Gunfire was heard in Molyko, the following morning a body was found. No indication of the identity of the deceased or perpetrators (coded as VAC pending further details)",1,1571164633,CMR
6271019,120,CAO2125,2125,2018-12-10,2018,2,Violence against civilians,Abduction/forced disappearance,Ambazonian Separatists (Cameroon),,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Sud-Ouest,Kupe-Manenguba,Tombel,Tombel,4.7466,9.6705,2,HRW,Other,Early December. A civilian is abducted by Ambazonian separatists and taken to Teke of Tombel.,0,1572403723,CMR
5248216,120,CAO1900,1900,2018-12-10,2018,1,Violence against civilians,Attack,Ambazonian Separatists (Cameroon),,2,Civilians (Cameroon),Teachers (Cameroon); Women (Cameroon),7,27,Middle Africa,Cameroon,Nord-Ouest,Boyo,Belo,Belo,6.1333,10.2500,1,Camer.be,National,10 December. Ambazonian Separatists killed a female faculty member of the Belo Technical School. She was accused of providing information to the military.,1,1561469020,CMR
5248203,120,CAO1843,1843,2018-12-09,2018,1,Explosions/Remote violence,Suicide bomb,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Extreme-Nord,Logone-Et-Chari,Waza,Zigague,11.6828,14.6485,1,Camer.be,National,"09 December. A young female suicide bomber, killed herself and two others in Madahoya (Zigague).",3,1561469020,CMR
6027012,120,CAO1842,1842,2018-12-08,2018,1,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Cameroon),,3,Civilians (Cameroon),Students (Cameroon),7,37,Middle Africa,Cameroon,Nord-Ouest,Mezam,Bamenda 2,Bamenda,5.9333,10.1667,1,Journal du Cameroun; Mimi Mefo,New media-National,"08 December. Unidentified armed men abducted 12 University of Bamenda students. They later released a video of the students and urged others against attending schools. The Ambazonian Separatists are known for their opposition to the education system, which they view as an extension of the Francophone government. The students were later released. However, a statement issued by the Governor indicated that a criminal gang seeking a ransom was responsible.",0,1571164374,CMR
6027011,120,CAO1833,1833,2018-12-07,2018,2,Violence against civilians,Attack,Ambazonian Separatists (Cameroon),,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Nord-Ouest,Bui,Jakiri,Kumbo,6.2000,10.6667,1,Mimi Mefo; Journal du Cameroun,New media-National,07 December (on or before). Ambazonian Separatists abducted the Fon of Nso and two of his sons. They tortured the men and later killed the two sons. The Fon was later freed.,2,1571164374,CMR
6306202,120,CAO1899,1899,2018-12-07,2018,1,Violence against civilians,Abduction/forced disappearance,Ambazonian Separatists (Cameroon),,2,Civilians (Cameroon),Christian Group (Cameroon),7,27,Middle Africa,Cameroon,Sud-Ouest,Fako,Buea,Buea,4.1527,9.2410,1,RFI,International,"December 7. Roman Catholic priest detained by armed Ambazonian seperatists, called the ""Amba Boys"", on the road near Buea. The priest was released the same day.",0,1572403774,CMR
6135228,120,CAO1841,1841,2018-12-07,2018,1,Violence against civilians,Attack,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Extreme-Nord,Logone-Et-Chari,Waza,Zigague,11.6828,14.6485,2,Undisclosed Source,Local partner-Other,"07 December. Boko Haram attacked a village 10 km from Zigague, killing the chief of the village and his nephew.",2,1571260126,CMR
